branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,109,0.703,62,2005-12-07,Mr. HENSARLING.,2005,yet pay lot product not effect compet foreign compani exampl prescript drug cabl televis,"Yet we pay  a lot more for products that do not effectively compete with foreign companies,  for example, prescription drugs  and cable television","Yet we pay  a lot more for products that do not effectively compete with foreign companies,  for example, prescription drugs  and cable television"
,106,0.5589999999999999,1,1999-03-24,Mr. HAYWORTH.,1999,faria date rape drug prevent act along colleagu gentleman michigan,"Farias Date Rape Drug Prevention Act, along with my colleague, the gentleman from Michigan (Mr","Farias Date Rape Drug Prevention Act, along with my colleague, the gentleman from Michigan (Mr"
House,101,0.23,1486,16,Mr. WYLIE.,1989,mention retain pre scription drug benefit,"As  has been mentioned, it retains the pre scription drug benefit","As  has been mentioned, it retains the pre scription drug benefit"
,102,0.336,1549,3,Mr. GOODLING.,1991,not case howev individu convict less seriou drug offens,"This is not the case, however,  for  individuals convicted of less serious drug  offenses","This is not the case, however,  for  individuals convicted of less serious drug  offenses"
,101,-0.506,1468,7,Mr. BROWN of California.,1990,learn first hand quiet subur ban commun privi lege repres infiltr violenc destruct drug gang automat weapon," I have  learned first hand how quiet, subur ban communities such as  those  I am privi leged to represent, are being infiltrated by the  violence and destruction of drugs, gangs, and  automatic weapons"," I have  learned first hand how quiet, subur ban communities such as  those  I am privi leged to represent, are being infiltrated by the  violence and destruction of drugs, gangs, and  automatic weapons"
House,101,0.34700000000000003,174,12,Mr. HOPKINS.,1989,past year hous adopt amend debat strongli direct depart ment defens help war drug," For the past 2 years, the House has  adopted  amendments  during  this  debate strongly directing the Depart ment of Defense to help out in this  war on drugs"," For the past 2 years, the House has  adopted  amendments  during  this  debate strongly directing the Depart ment of Defense to help out in this  war on drugs"
House,107,0.285,144,2002-06-11,Mr. FLETCHER.,2002,great dispar countri fact peopl work walk pharmaci get prescript drug markedli reduc cost insur plan negoti cost drug get reduc cost senior not,"We have a great disparity in this country in the fact that most people who are working can walk into a pharmacy and they can get prescription drugs at a markedly reduced cost because they have an insurance plan that negotiates the cost of those drugs and gets a reduced cost, but our seniors do not have that","We have a great disparity in this country in the fact that most people who are working can walk into a pharmacy and they can get prescription drugs at a markedly reduced cost because they have an insurance plan that negotiates the cost of those drugs and gets a reduced cost, but our seniors do not have that"
,106,0.627,16,2000-04-03,Mr. ROHRABACHER.,2000,american especi californian proud america melt pot includ peopl everi race religion ethnic background,"Americans, especially  this Californian, are proud of America’s melting pot that  includes people of every  race,  religion and ethnic background","Americans, especially  this Californian, are proud of America’s melting pot that  includes people of every  race,  religion and ethnic background"
House,102,0.381,575,18,Mr. WEBER.,1991,appropri bill agricultur rural develop food drug admini tration relat agenc," 2698,  the appropriations bill  for Agriculture,  Rural Development, Food and Drug Adminis tration, and related agencies"," 2698,  the appropriations bill  for Agriculture,  Rural Development, Food and Drug Adminis tration, and related agencies"
,107,-0.33,124,2001-11-07,Mr. INSLEE.,2001,hartwel colleagu use fred hutchinson cancer research center develop drug use cancer diseas,Hartwell and his colleagues is being used at the Fred Hutchinson Cancer Research Center to develop drugs for use against cancer and other diseases,Hartwell and his colleagues is being used at the Fred Hutchinson Cancer Research Center to develop drugs for use against cancer and other diseases
,106,0.271,54,2000-04-26,Mr. GORTON.,2000,bill amend old robinson patman act extend nondiscriminatori provis interst commerc interst foreign commerc respect prescript drug,My bill amends that 65-year-old Robinson-Patman Act by extending that nondiscriminatory  provision  from interstate commerce to interstate and foreign commerce with respect to prescription drugs,My bill amends that 65-year-old Robinson-Patman Act by extending that nondiscriminatory  provision  from interstate commerce to interstate and foreign commerce with respect to prescription drugs
Senate,109,-0.266,97,2006-01-25,Mrs. FEINSTEIN.,2006,unless signific implement error fix immedi new drug benefit amount massiv unfund mandat," Unless these significant implementation errors are fixed immediately, the  new drug benefit amounts to a massive  unfunded mandate"," Unless these significant implementation errors are fixed immediately, the  new drug benefit amounts to a massive  unfunded mandate"
House,108,0.552,38,2004-05-17,Mr. GUTKNECHT.,2004,differ without chart go talk prescript drug,"It is different for  me to be down here without charts, but  I am going to talk about prescription  drugs","It is different for  me to be down here without charts, but  I am going to talk about prescription  drugs"
,100,-0.448,1020,20,Mr. DINGELL.,1987,pesticid monitor enforc inform summari section requir food drug administr fda establish comput eriz data manag system track evalu result program monitor import domest food product pesticid residu,2-PESTICIDE MONITORING AND  ENFORCEMENT INFORMATION  Summary  This section requires the Food and Drug  Administration <FDA) to establish comput erized data management systems  to track  and evaluate the results of its program for  monitoring  imported  and  domestic  food  products for pesticide residues,2-PESTICIDE MONITORING AND  ENFORCEMENT INFORMATION  Summary  This section requires the Food and Drug  Administration <FDA) to establish comput erized data management systems  to track  and evaluate the results of its program for  monitoring  imported  and  domestic  food  products for pesticide residues
,102,-0.49,522,1,Mr. CLAY.,1992,drug relat terror declin sharpli medellin sinc leader citi infam cocain cartel surrend govern earlier human right medic worker say violenc not declin,"""Now I just do it.""  While drug-related terrorism has declined  sharply  in Medellin  since  leaders of  the  city's infamous cocaine cartel surrendered to  the government earlier  this year, human  rights and medical workers say the violence  has not declined","""Now I just do it.""  While drug-related terrorism has declined  sharply  in Medellin  since  leaders of  the  city's infamous cocaine cartel surrendered to  the government earlier  this year, human  rights and medical workers say the violence  has not declined"
,106,-0.491,79,2000-06-28,Mr. KILPATRICK.,2000,one size fit mean prescript drug program respons need sever disabl,"If one size  fit all means  that  the prescription drug program is responsive to the needs of our severely disabled, then I am for that, too","If one size  fit all means  that  the prescription drug program is responsive to the needs of our severely disabled, then I am for that, too"
Senate,107,0.338,158,2002-07-17,Mr. SANTORUM.,2002,senat illinoi held pictur countri low price drug,The  Senator from Illinois held up a picture  of all  the countries  that have  low  prices  for drugs,The  Senator from Illinois held up a picture  of all  the countries  that have  low  prices  for drugs
House,115,0.636,29,2017-07-17,Mr. COLLINS of Georgia.,2017,sort interest texa actual happen top drug somewher neighborhood littl," And it is sort of interesting because  in Texas, this actually happened  in  2013, they did their top 200 drugs, and  they were somewhere in the neighborhood of a little over $200"," And it is sort of interesting because  in Texas, this actually happened  in  2013, they did their top 200 drugs, and  they were somewhere in the neighborhood of a little over $200"
,107,-0.396,67,2002-05-24,Mr. STUPAK.,2002,instead use industri fund congress appropri enough money ensur fda regulatori author complet independ reproach free undu pressur drug industri,"Instead of using  industry  funds, Congress should appropriate enough money to ensure FDA’s regulatory authority is completely independent, above reproach, and free of undue pressure from the drug industry","Instead of using  industry  funds, Congress should appropriate enough money to ensure FDA’s regulatory authority is completely independent, above reproach, and free of undue pressure from the drug industry"
House,107,0.285,144,2002-06-11,Mr. FLETCHER.,2002,medicar provid acut care provid exampl bypass surgeri someon need surgeri not provid prescript drug hypertens lower cholesterol necessari,"Medicare provides for acute care, and will provide, for example, bypass surgery  for someone who needs surgery, but it will not provide the prescription  drugs  for hypertension  or lowering  cholesterol  that  are  necessary","Medicare provides for acute care, and will provide, for example, bypass surgery  for someone who needs surgery, but it will not provide the prescription  drugs  for hypertension  or lowering  cholesterol  that  are  necessary"
House,108,-0.3720000000000001,3,2004-03-31,Mr. EMANUEL.,2004,accord today chicago tribun instead polit bonanza medicar drug benefit fast becom albatross around administr neck," But according  to  today’s Chicago  Tribune,  ‘‘Instead of a political bonanza, the Medicare drug benefit is fast  becoming an albatross around the administration’s neck"," But according  to  today’s Chicago  Tribune,  ‘‘Instead of a political bonanza, the Medicare drug benefit is fast  becoming an albatross around the administration’s neck"
House,101,-0.342,174,12,Mr. MAVROULES.,1989,know peopl countri concern area na tional secur drug number one concern,We  know what the people of this country  are concerned about in the area of na tional  security-and  drugs  is  their  number one concern,We  know what the people of this country  are concerned about in the area of na tional  security-and  drugs  is  their  number one concern
House,96,-0.215,1135,13,Mr. DERRICK.,1979,payment prohibit drug devic prevent implant fertz ovum medic procedur necessari termin ectop pregnanc point order said amend ment herebi waiv said amend shall not subject amend may debat rthe offer pro forma amend amend said b includ amend natur substitut hous committe whole restrict use fund abort abort relat serv ice shall order considera tion hr," ""'Nor are payments prohibited for drugs  or devices  to prevent  implantation of the  fert111zed ovum, or for medical procedures  necessary for the termination of an ectopic  pregnancy.'"", all points of order said amend ment are hereby waived, said amendment  shall not be subject to amendment but may  be debated by  rthe offering of pro  forma  amendments, and no other amendments to  said b111,  including an amendment in  the  nature of a substitute, in the House or in the  Committee of the Whole, to restrict the use of  funds for abortions or abortion-related serv ices shall be in order during the considera tion of H.R"," ""'Nor are payments prohibited for drugs  or devices  to prevent  implantation of the  fert111zed ovum, or for medical procedures  necessary for the termination of an ectopic  pregnancy.'"", all points of order said amend ment are hereby waived, said amendment  shall not be subject to amendment but may  be debated by  rthe offering of pro  forma  amendments, and no other amendments to  said b111,  including an amendment in  the  nature of a substitute, in the House or in the  Committee of the Whole, to restrict the use of  funds for abortions or abortion-related serv ices shall be in order during the considera tion of H.R"
House,101,0.332,569,11,Mr. ROGERS.,1990,member cut drug war,So Members are cutting  the drug war,So Members are cutting  the drug war
House,105,-0.3670000000000001,985,18,Ms. SANCHEZ.,1997,children home alon school twice like children abus alcohol tobacco drug,"Children who  are home alone after school are twice as likely  as other children  to abuse alcohol,  tobacco,  and drugs","Children who  are home alone after school are twice as likely  as other children  to abuse alcohol,  tobacco,  and drugs"
House,93,-0.422,168,7,Mr. DRINAN.,1974,repres need expens mainten drug elderli segement popul suffer heart condit stroke arthriti diabet cancer," This represents the need for expensive  maintenance drugs by the elderly who  more than any other segement of the  population suffer from heart conditions,  strokes, arthritis, diabetes, and cancer"," This represents the need for expensive  maintenance drugs by the elderly who  more than any other segement of the  population suffer from heart conditions,  strokes, arthritis, diabetes, and cancer"
,93,-0.382,678,30,Mr. KLUCZYNSKI.,1974,introduc bill purpos bring food margarin uniform food drug cosmet act respect two label requir,"Speaker, I am  introducing this bill for the purpose of  bringing the food margarine into more  uniformity with  the Food, Drug, and  Cosmetic Act as respects  two  labeling  requirements","Speaker, I am  introducing this bill for the purpose of  bringing the food margarine into more  uniformity with  the Food, Drug, and  Cosmetic Act as respects  two  labeling  requirements"
,103,0.259,1257,20,Mr. FRANKS of New Jersey.,1994,count less discoveri life save drug cure deadli diseas direct sult pharmaceut industri effort,Count less discoveries of life-saving drugs and cures  for deadly diseases have been the direct re sult of the pharmaceutical industry's efforts,Count less discoveries of life-saving drugs and cures  for deadly diseases have been the direct re sult of the pharmaceutical industry's efforts
,96,-0.264,303,13,Mr. WOLFF.,1979,ifar import sourc bth cocain marijuana enter ing unit state,is by ifa.r the most important  source for b<>th cocaine and marijuana enter ing the United States,is by ifa.r the most important  source for b<>th cocaine and marijuana enter ing the United States
,107,-0.465,131,2001-04-05,Mr. CLYBURN.,2001,drama team subunit eau clair commun council youth organ use theatric play artist endeavor educ commun youth issu rang hivaid violenc drug,"‘The Drama Team,’  a subunit of the Eau Claire Community Council Youth Organization, uses theatrical plays and artistic endeavors to educate community youth about issues ranging  from HIV/AIDS  to violence and drugs","‘The Drama Team,’  a subunit of the Eau Claire Community Council Youth Organization, uses theatrical plays and artistic endeavors to educate community youth about issues ranging  from HIV/AIDS  to violence and drugs"
,96,-0.264,303,13,Mr. WOLFF.,1979,dele gation select committe narcot abus control visit colombia last april observ first hand effort colombian gov ernment presid turbay stop marihuana cocain traffick,"Speaker, a  dele gation from  the Select Committee on  Narcotics Abuse  and Control  visited  Colombia last April and observed first hand the efforts of the Colombian Gov ernment, under President Turbay,  stop marihuana and cocaine trafficking","Speaker, a  dele gation from  the Select Committee on  Narcotics Abuse  and Control  visited  Colombia last April and observed first hand the efforts of the Colombian Gov ernment, under President Turbay,  stop marihuana and cocaine trafficking"
House,105,0.435,1062,9,Mr. SOUDER.,1998,financi incent may includ reduct worker compens pre mium b reduct premium c tax deduct amount equal amount expenditur employe assist program treatment drug test,"Financial incentives may include( A) a reduction in workers' compensation pre miums;  (B) a  reduction  premiums;  (C)  tax deductions in an amount equal to the  amount of expenditures [or employee assistance  programs, treatment, or drug testing","Financial incentives may include( A) a reduction in workers' compensation pre miums;  (B) a  reduction  premiums;  (C)  tax deductions in an amount equal to the  amount of expenditures [or employee assistance  programs, treatment, or drug testing"
House,110,-0.146,57,2008-03-12,Mr. PETERSON of Minnesota.,2008,repeal section agricultur rural develop food drug administr relat agenc appropri act divis public law stat," (2) REPEAL Section 751 of the Agriculture, Rural Development, Food and Drug Administration, and  Related Agencies Appropriations Act, 2008  (division A of Public Law 110–161; 121 Stat"," (2) REPEAL Section 751 of the Agriculture, Rural Development, Food and Drug Administration, and  Related Agencies Appropriations Act, 2008  (division A of Public Law 110–161; 121 Stat"
House,101,0.043,54,3,Mr. GILMAN.,1989,narcot committe held exten sive hear aspect drug prob lem address omnibu drug law includ provis relat drug abus educ feder assist state local govern narcot law en forcement interdict treatment preven tion program intern narcot control effort,"The Narcotics Committee held exten sive hearings on all aspects of the drug prob lem which were addressed by  the omnibus  drug laws, including provisions relating to drug  abuse education, Federal assistance to State  and  local governments  for narcotics  law en forcement, interdiction, treatment and preven tion programs, and on  international narcotics  control efforts","The Narcotics Committee held exten sive hearings on all aspects of the drug prob lem which were addressed by  the omnibus  drug laws, including provisions relating to drug  abuse education, Federal assistance to State  and  local governments  for narcotics  law en forcement, interdiction, treatment and preven tion programs, and on  international narcotics  control efforts"
House,115,0.307,2,2017-01-12,Mr. THOMPSON of Pennsylvania.,2017,furthermor opioid epidem sweep nation ravag rural commun leav," Furthermore,  the  opioid  epidemic  that is sweeping the Nation has ravaged our rural communities,  leaving  VerDate Sep 11 2014  05:21 Jan 13, 2017 Jkt 069060 PO 00000 Frm 00002 Fmt 7634 Sfmt 0634 E:\CR\FM\K12JA7.013 H12JAPT1 E S U O H h t i w D O R P 1 N V T P S 4 K S D n o r e c n e p S S         "," Furthermore,  the  opioid  epidemic  that is sweeping the Nation has ravaged our rural communities,  leaving  "
,103,0.259,1257,20,Mr. FRANKS of New Jersey.,1994,testament drug invalu impact stori three young american whose live forev chang treat ment therapeut drug sandimmun," Testament  to  the drugs  invaluable  impact  are  the  stories of  three  young Americans  whose  lives were  forever changed by  treat ment with a  therapeutic drug, Sandimmune"," Testament  to  the drugs  invaluable  impact  are  the  stories of  three  young Americans  whose  lives were  forever changed by  treat ment with a  therapeutic drug, Sandimmune"
House,108,-0.19,55,2003-07-14,Mr. DOOLEY of California.,2003,realli tri essenc bodi hous repres join bipartisan major senat pass vote measur ensur would guarante senior prescript drug benefit,And what we are  really trying to do in essence is to have  this body of the House of Representatives join with a bipartisan majority in  the Senate that passed by 76 votes a  measure to ensure that we would guarantee seniors a prescription drug benefit,And what we are  really trying to do in essence is to have  this body of the House of Representatives join with a bipartisan majority in  the Senate that passed by 76 votes a  measure to ensure that we would guarantee seniors a prescription drug benefit
House,108,0.34,43,2004-01-21,Mr. PETERSON of Pennsylvania.,2004,got hook drug,But she got  hooked on drugs,But she got  hooked on drugs
Senate,100,-0.301,410,1,Mr. MOYNIHAN.,1988,primari way aid spread among intraven drug user,This is the primary  way in which AIDS is spread among  intravenous drug users,This is the primary  way in which AIDS is spread among  intravenous drug users
Senate,106,0.439,220,1999-05-06,Mr. BROWNBACK.,1999,program safe drug free school program dare,Programs such as the Safe  and Drug Free School program and  D.A.R.E,Programs such as the Safe  and Drug Free School program and  D.A.R.E
Senate,115,-0.438,61,2017-05-18,Mr. BROWN.,2017,bipartisan bill creat comprehens opioid abus grant program provid fund polic depart train first respond deal opioid relat incid,The bipartisan bill created  the Comprehensive Opioid Abuse Grant  Program to provide funding to police  departments to train first responders  as they deal with opioid-related incidents,The bipartisan bill created  the Comprehensive Opioid Abuse Grant  Program to provide funding to police  departments to train first responders  as they deal with opioid-related incidents
,107,-0.353,172,2002-07-09,Mr. UDALL of Colorado.,2002,ive told stori juanita john constitu kept thermostat home degre could pay drug bill,"And I’ve told the story of Juanita Johns, a constituent who kept  the  thermostat  in her home at 60 degrees so she could pay her drug bills","And I’ve told the story of Juanita Johns, a constituent who kept  the  thermostat  in her home at 60 degrees so she could pay her drug bills"
Senate,101,-0.241,543,11,Mr. BRYAN.,1990,farmer crane creek section clay counti say marijuana plant bushier inch taller usual time, A farmer in the Crane Creek section of  Clay County says his 600 marijuana plants  are bushier and 4 to 5 inches taller than  usual for this time of year, A farmer in the Crane Creek section of  Clay County says his 600 marijuana plants  are bushier and 4 to 5 inches taller than  usual for this time of year
Senate,100,-0.301,410,1,Mr. MOYNIHAN.,1988,help program erad illicit poppi product succeed french connect collaps creat sever shortag heroin everi major drug center countri,"With our help,  the program to eradicate illicit poppy  production succeeded and the French  Connection  collapsed,  creating  a  severe  shortage of heroin  in  every  major drug center in the country","With our help,  the program to eradicate illicit poppy  production succeeded and the French  Connection  collapsed,  creating  a  severe  shortage of heroin  in  every  major drug center in the country"
Senate,107,0.338,158,2002-07-17,Mr. SANTORUM.,2002,reimport drug,How are we  doing that? We are doing  it by reimporting drugs,How are we  doing that? We are doing  it by reimporting drugs
House,110,-0.29600000000000004,93,2007-06-27,Mr. RUPPERSBERGER.,2007,counti execut baltimor counti work hidta bring everyon tabl stake stop drug traffick," As a county executive in Baltimore  County, we worked with HIDTA  to  bring everyone to the table who had a  stake in stopping drug trafficking"," As a county executive in Baltimore  County, we worked with HIDTA  to  bring everyone to the table who had a  stake in stopping drug trafficking"
House,101,0.4920000000000001,440,7,Mr. SOLOMON.,1989,indict unit state complic drug traffick subject companion econom embargo exploit action domest bestir panamanian ill toward america,"Indicted by the United  States for complicity in drug trafficking and  subject to a companion economic embargo,  he exploits  those actions domestically  to  bestir Panamanian ill will towards America","Indicted by the United  States for complicity in drug trafficking and  subject to a companion economic embargo,  he exploits  those actions domestically  to  bestir Panamanian ill will towards America"
House,110,0.561,23,2007-01-05,Mr. GINGREY.,2007,includ titl v close rule govern debat stem cell research recommend commiss cost prescript drug feder minimum wage," Included in Title V are closed rules governing  debate  on  stem-cell  research,  the  recommendations of  the 9/11 commission,  the  cost of prescription drugs, and the federal minimum wage"," Included in Title V are closed rules governing  debate  on  stem-cell  research,  the  recommendations of  the 9/11 commission,  the  cost of prescription drugs, and the federal minimum wage"
Senate,100,-0.301,410,1,Mr. MOYNIHAN.,1988,hiv viru caus aid tran mit among intraven substanc abu er use share needl syring swab drug relat impl ment contamin blood fect hiv," (3) HIV <the virus causing AIDS) is trans mitted among intravenous substance abus ers through the use and sharing of needles,  syringes, swabs, or other drug-related imple ments that are contaminated with blood in fected with HIV"," (3) HIV <the virus causing AIDS) is trans mitted among intravenous substance abus ers through the use and sharing of needles,  syringes, swabs, or other drug-related imple ments that are contaminated with blood in fected with HIV"
House,113,0.59,59,2013-06-12,Mr. FLEMING.,2013,hh mandat requir louisiana colleg provid employe health insur cover abort induc drug counsel use drug, The HHS mandate requires that Louisiana College provide employee health  insurance  covering abortion-inducing  drugs and counseling on the use of such  drugs, The HHS mandate requires that Louisiana College provide employee health  insurance  covering abortion-inducing  drugs and counseling on the use of such  drugs
,110,0.332,93,2007-01-05,Mr. ROGERS of Kentucky.,2007,consist back effort educ children danger drug use program help drug user find treatment option, He has consistently backed efforts to educate  our children on the dangers of drug use and  our program to help drug users find treatment  options, He has consistently backed efforts to educate  our children on the dangers of drug use and  our program to help drug users find treatment  options
,114,0.333,114,2016-07-06,Mr. CRENSHAW.,2016,prescript drug take back expans, 203.Prescription drug  take back expansion, 203.Prescription drug  take back expansion
House,105,0.435,1062,9,Mr. SOUDER.,1998,establish establish drug free workplac demonstr program administr may make grant cooper agreement contract elig intermediari purpos pro vide financi technic assist small busi concern seek start drug free workplac program," ""(a) ESTABLISHMENT.-There  is established a  drug-free  workplace  demonstration  program,  under which  the Administration may make  grants, cooperative agreements, or contracts to  eligible intermediaries for  the purpose of pro viding  financial and  technical assistance  to  small business concerns seeking to start a drug free workplace program"," ""(a) ESTABLISHMENT.-There  is established a  drug-free  workplace  demonstration  program,  under which  the Administration may make  grants, cooperative agreements, or contracts to  eligible intermediaries for  the purpose of pro viding  financial and  technical assistance  to  small business concerns seeking to start a drug free workplace program"
Senate,107,0.338,158,2002-07-17,Mr. SANTORUM.,2002,long not use canada mark canadian ship unit state god know drug,"As long as it is not to be used  in Canada, all they have to do is mark  it Canadian and ship it to the United  States, and God knows what will be in  the drugs","As long as it is not to be used  in Canada, all they have to do is mark  it Canadian and ship it to the United  States, and God knows what will be in  the drugs"
,102,-0.355,782,1,Mr. SMITH of Florida.,1992,peo ple heard today major health concern thousand women court issu order pro hibit plaintiff tell anybodi even food drug administr learn,Why have so few peo ple heard about what today is a major health  concern for thousands of women?  Because the court issued an order that pro hibited the plaintiff from telling anybody-even  the Food and Drug Administration-what she  learned,Why have so few peo ple heard about what today is a major health  concern for thousands of women?  Because the court issued an order that pro hibited the plaintiff from telling anybody-even  the Food and Drug Administration-what she  learned
House,108,0.573,3,2004-03-31,Mr. CHOCOLA.,2004,next month medicar beneficiari begin see real save cost prescript drug help voluntari medicar approv discount drug card,"Speaker, during  the next  3 months, Medicare beneficiaries will begin to see real savings  on the cost of their prescription drugs  with the help of voluntary Medicare-  approved discount drug cards","Speaker, during  the next  3 months, Medicare beneficiaries will begin to see real savings  on the cost of their prescription drugs  with the help of voluntary Medicare-  approved discount drug cards"
House,101,0.34700000000000003,174,12,Mr. HOPKINS.,1989,last hous senat confer enc yield agreement es tablish brand new mission militari area drug interd tion," Last year, the House-Senate confer ence yielded an agreement which es tablished a brand new mission for the  military in the area of drug interdic tion"," Last year, the House-Senate confer ence yielded an agreement which es tablished a brand new mission for the  military in the area of drug interdic tion"
,107,-0.472,139,2002-09-19,Mr. FATTAH.,2002,say lower cost prescript drug realli translat take credit minim discount alreadi avail fact crystal clear call discount noth minim discount program readili avail marketplac today,"They say ‘ ‘Lower the cost of  prescription drugs now,’  but  that really only  translates to ‘ take credit for minimal discounts  that are already available.’ The facts are crystal clear, the so-called discounts will be nothing more than minimal discounts  from programs  that are readily available  in  the marketplace  today","They say ‘ ‘Lower the cost of  prescription drugs now,’  but  that really only  translates to ‘ take credit for minimal discounts  that are already available.’ The facts are crystal clear, the so-called discounts will be nothing more than minimal discounts  from programs  that are readily available  in  the marketplace  today"
House,108,0.384,2,2003-06-24,Ms. DUNN.,2003,protect poorest senior help pay drug cost immedi,We will  protect the poorest seniors by helping  pay for their drug costs immediately,We will  protect the poorest seniors by helping  pay for their drug costs immediately
House,101,-0.304,670,20,Mr. FEIGHAN.,1989,would like take minut highlight part add observ stand drug fight,I would  like to  take a minute to highlight a few parts and to  add my observations on where we stand  in  the drug fight,I would  like to  take a minute to highlight a few parts and to  add my observations on where we stand  in  the drug fight
,107,-0.353,172,2002-07-09,Mr. UDALL of Colorado.,2002,vote bill not constru vote prescript drug senior,And my vote against this bill should not be construed as a vote against prescription drugs for seniors,And my vote against this bill should not be construed as a vote against prescription drugs for seniors
House,108,0.552,38,2004-05-17,Mr. GUTKNECHT.,2004,may health human servic secretari tommi thompson said think come refer legisl legal import prescript drug,"On May 4, Health and  Human  Services  Secretary  Tommy  Thompson said, ‘‘I think it is coming,’’  referring to the legislation to legalize  the importation of prescription drugs","On May 4, Health and  Human  Services  Secretary  Tommy  Thompson said, ‘‘I think it is coming,’’  referring to the legislation to legalize  the importation of prescription drugs"
,107,-0.606,152,2002-10-02,Ms. SCHAKOWSKY.,2002,bill would freez reduc fund educ program includ teacher qualiti school mathscienc partnership safe drug free school bilingu educ pell grant gear trio program,"The bill would freeze or reduce funding  for most education programs,  including  the  teacher  quality,  after-school, math/science  partnerships, Safe and Drug-Free schools, bilingual education, Pell Grants, Gear-Up and  TRIO programs","The bill would freeze or reduce funding  for most education programs,  including  the  teacher  quality,  after-school, math/science  partnerships, Safe and Drug-Free schools, bilingual education, Pell Grants, Gear-Up and  TRIO programs"
,106,-0.266,58,2000-06-28,Mr. POMEROY.,2000,north dakota senior want medicar coverag prescript drug not insur compani sham,"North Dakota’s seniors want Medicare  coverage  for  prescription drugs, not an insurance company sham","North Dakota’s seniors want Medicare  coverage  for  prescription drugs, not an insurance company sham"
House,109,0.54,137,2006-05-10,Mr. KINGSTON.,2006,total drug cost gone month month percent save,"Now their  total drug cost has gone from $2,200 a  month to $104 a month, a 95 percent  savings","Now their  total drug cost has gone from $2,200 a  month to $104 a month, a 95 percent  savings"
Senate,107,0.091,123,2002-07-17,Ms. SNOWE.,2002,import amendmenton address part consid floor senat issu prescript drug,It is a very important amendment—one that addresses a  part of that which we are here to consider on the floor of the Senate on the  issue of prescription drugs,It is a very important amendment—one that addresses a  part of that which we are here to consider on the floor of the Senate on the  issue of prescription drugs
,107,-0.396,67,2002-05-24,Mr. STUPAK.,2002,agre pre pdufa leav drug race acceler pdufa approv process incomplet inform,"Now,  I agree  that 3 were pre-PDUFA but that leaves 9 drugs that raced through an accelerated PDUFA approval process with  incomplete information","Now,  I agree  that 3 were pre-PDUFA but that leaves 9 drugs that raced through an accelerated PDUFA approval process with  incomplete information"
,102,0.382,1325,7,Mr. OXLEY.,1991,hundr journalist judg businessmen murder drug traffick,"Hundreds of journalists,  judges and businessmen have been murdered  by drug traffickers","Hundreds of journalists,  judges and businessmen have been murdered  by drug traffickers"
House,113,0.339,13,2013-06-03,Mr. UPTON.,2013,bill would help prevent increas drug price avoid addit drug shortag liter elimin hundr million dollar worth duplic govern red tape american busi harm job growth,"The bill also would help prevent  increases  in drug prices, avoid additional drug  shortages, and  literally  eliminate hundreds of millions of dollars worth of duplicative government  red tape on American businesses that  is harming job growth","The bill also would help prevent  increases  in drug prices, avoid additional drug  shortages, and  literally  eliminate hundreds of millions of dollars worth of duplicative government  red tape on American businesses that  is harming job growth"
House,100,-0.514,660,11,Mr. RANGEL.,1988,fiscal coast guard forc absorb million cut oper budget drug patrol cut back percent,"Chairman, in fiscal year 1988, the Coast  Guard was forced to absorb a $103 million cut  in its operating budget, and drug patrols were  cut back 55 percent","Chairman, in fiscal year 1988, the Coast  Guard was forced to absorb a $103 million cut  in its operating budget, and drug patrols were  cut back 55 percent"
Senate,100,-0.301,410,1,Mr. MOYNIHAN.,1988,bill introduc today intra venou drug abus aid preven tion act introduc congress man rangel septemb," The bill I introduce today, the Intra venous Drug Abuse and AIDS Preven tion Act, was introduced by Congress man RANGEL on September 16, 1987"," The bill I introduce today, the Intra venous Drug Abuse and AIDS Preven tion Act, was introduced by Congress man RANGEL on September 16, 1987"
House,108,0.34,43,2004-01-21,Mr. PETERSON of Pennsylvania.,2004,recent visit prison district feder prison percent addict drug," Speaker, I recently visited a prison in  my district, a Federal prison; and 80  percent of those there were addicted to  a drug"," Speaker, I recently visited a prison in  my district, a Federal prison; and 80  percent of those there were addicted to  a drug"
,104,0.322,1215,1,Mr. DOLE.,1996,presid last night presid clinton announc inten tion reenlist war drug,"President, last night,  President Clinton announced his inten tion  to  reenlist  in  the war against  drugs","President, last night,  President Clinton announced his inten tion  to  reenlist  in  the war against  drugs"
,107,-0.472,139,2002-09-19,Mr. FATTAH.,2002,even insur compani say wont work health insur associ america said not offer drug polici,Even the insurance companies say  it won’t work— the  Health Insurance Association of America has  said that they will not offer drug-only policies,Even the insurance companies say  it won’t work— the  Health Insurance Association of America has  said that they will not offer drug-only policies
House,107,-0.606,13,2002-09-19,Ms. SCHAKOWSKY.,2002,democrat given minor posit limit abil control agenda discharg petit right take piec real legisl would reduc cost prescript drug hr," The Democrats, given our minority  position, have limited ability to control the agenda, so we have a discharge  petition right now to take up a piece of  real legislation that would reduce the  cost of prescription drugs, H.R"," The Democrats, given our minority  position, have limited ability to control the agenda, so we have a discharge  petition right now to take up a piece of  real legislation that would reduce the  cost of prescription drugs, H.R"
